,rider,team,year,age,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target
781,Geoghegan Hart Tao,INEOS Grenadiers,2020,25,1676,Geoghegan Hart Tao-2020,64.0,306.0,,126.0,2.8095238095238093,151.0952380952381,2630.904761904762,64.0,809.0
782,Swift Ben,INEOS Grenadiers,2020,32,1676,Swift Ben-2020,56.0,72.0,213.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,290.0
783,Castroviejo Jonathan,INEOS Grenadiers,2020,33,1676,Castroviejo Jonathan-2020,15.0,72.0,,62.0,2.8095238095238093,151.0952380952381,2630.904761904762,,275.0
784,Narváez Jhonatan,INEOS Grenadiers,2020,23,1676,Narváez Jhonatan-2020,36.0,69.0,85.0,,2.8095238095238093,151.0952380952381,2630.904761904762,18.0,238.0
785,Puccio Salvatore,INEOS Grenadiers,2020,31,1676,Puccio Salvatore-2020,15.0,54.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,18.0,214.0
786,Ganna Filippo,INEOS Grenadiers,2020,24,1676,Ganna Filippo-2020,54.0,18.0,,600.0,2.8095238095238093,151.0952380952381,2630.904761904762,,521.0
787,Nibali Vincenzo,Trek - Segafredo,2020,35,1339,Nibali Vincenzo-2020,189.0,464.0,,290.0,2.8095238095238093,151.0952380952381,2630.904761904762,492.0,274.0
788,Ciccone Giulio,Trek - Segafredo,2020,25,1339,Ciccone Giulio-2020,177.0,164.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,433.0,0.0
789,Brambilla Gianluca,Trek - Segafredo,2020,33,1339,Brambilla Gianluca-2020,77.0,100.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,170.0,46.0
790,Conci Nicola,Trek - Segafredo,2020,23,1339,Conci Nicola-2020,18.0,98.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,123.0,0.0
791,Bernard Julien,Trek - Segafredo,2020,28,1339,Bernard Julien-2020,15.0,77.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
792,Mosca Jacopo,Trek - Segafredo,2020,27,1339,Mosca Jacopo-2020,,47.0,77.0,33.0,2.8095238095238093,151.0952380952381,2630.904761904762,,76.0
793,Nibali Antonio,Trek - Segafredo,2020,28,1339,Nibali Antonio-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,0.0,0.0
794,Weening Pieter,Trek - Segafredo,2020,39,1339,Weening Pieter-2020,91.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
795,Pozzovivo Domenico,NTT Pro Cycling,2020,37,466,Pozzovivo Domenico-2020,,394.0,,18.0,2.8095238095238093,151.0952380952381,2630.904761904762,67.0,232.0
796,Campenaerts Victor,NTT Pro Cycling,2020,28,466,Campenaerts Victor-2020,,148.0,,642.0,2.8095238095238093,151.0952380952381,2630.904761904762,110.0,116.0
798,Ghebreigzabhier Amanuel,NTT Pro Cycling,2020,26,466,Ghebreigzabhier Amanuel-2020,27.0,108.0,,49.0,2.8095238095238093,151.0952380952381,2630.904761904762,8.0,34.0
799,Meintjes Louis,NTT Pro Cycling,2020,28,466,Meintjes Louis-2020,30.0,39.0,,20.0,2.8095238095238093,151.0952380952381,2630.904761904762,,16.0
800,Sunderland Dylan,NTT Pro Cycling,2020,24,466,Sunderland Dylan-2020,33.0,32.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0
801,Sobrero Matteo,NTT Pro Cycling,2020,23,466,Sobrero Matteo-2020,60.0,,56.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,79.0
802,Wyss Danilo,NTT Pro Cycling,2020,35,466,Wyss Danilo-2020,10.0,,27.8,,2.8095238095238093,151.0952380952381,2630.904761904762,8.0,10.0
803,Knox James,Deceuninck - Quick Step,2020,24,1415,Knox James-2020,,380.0,33.5,49.0,2.8095238095238093,151.0952380952381,2630.904761904762,3.0,298.0
804,Masnada Fausto,Deceuninck - Quick Step,2020,26,1415,Masnada Fausto-2020,89.0,264.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,291.0,360.0
805,Almeida João,Deceuninck - Quick Step,2020,22,1415,Almeida João-2020,,83.0,,54.0,2.8095238095238093,151.0952380952381,2630.904761904762,,1163.0
806,Serry Pieter,Deceuninck - Quick Step,2020,31,1415,Serry Pieter-2020,98.0,57.0,44.6,,2.8095238095238093,151.0952380952381,2630.904761904762,62.0,226.0
807,Honoré Mikkel Frølich,Deceuninck - Quick Step,2020,23,1415,Honoré Mikkel Frølich-2020,42.0,45.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,0.0,328.0
808,Ballerini Davide,Deceuninck - Quick Step,2020,26,1415,Ballerini Davide-2020,213.0,21.0,182.6,,2.8095238095238093,151.0952380952381,2630.904761904762,,345.0
809,Hodeg Álvaro José,Deceuninck - Quick Step,2020,24,1415,Hodeg Álvaro José-2020,263.0,,576.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,282.0
810,Keisse Iljo,Deceuninck - Quick Step,2020,37,1415,Keisse Iljo-2020,19.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,242.0
811,Hagen Carl Fredrik,Lotto Soudal,2020,29,495,Hagen Carl Fredrik-2020,15.0,379.0,31.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
812,Armée Sander,Lotto Soudal,2020,34,495,Armée Sander-2020,,88.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,34.0
813,De Gendt Thomas,Lotto Soudal,2020,33,495,De Gendt Thomas-2020,,86.0,,419.0,2.8095238095238093,151.0952380952381,2630.904761904762,112.0,151.0
814,Holmes Matthew,Lotto Soudal,2020,26,495,Holmes Matthew-2020,,80.0,39.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,47.0
815,Hansen Adam,Lotto Soudal,2020,39,495,Hansen Adam-2020,11.0,41.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,20.0,0.0
816,Oldani Stefano,Lotto Soudal,2020,22,495,Oldani Stefano-2020,,40.0,116.0,22.0,2.8095238095238093,151.0952380952381,2630.904761904762,,60.0
817,Vanhoucke Harm,Lotto Soudal,2020,23,495,Vanhoucke Harm-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,167.0
818,Dibben Jonathan,Lotto Soudal,2020,26,495,Dibben Jonathan-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
819,Kelderman Wilco,Team Sunweb,2020,29,1708,Kelderman Wilco-2020,21.0,321.0,26.2,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,599.0
820,Hindley Jai,Team Sunweb,2020,24,1708,Hindley Jai-2020,25.0,271.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,16.0,610.0
821,Hamilton Chris,Team Sunweb,2020,25,1708,Hamilton Chris-2020,24.0,241.0,26.0,,2.8095238095238093,151.0952380952381,2630.904761904762,34.0,52.0
822,Oomen Sam,Team Sunweb,2020,25,1708,Oomen Sam-2020,14.0,150.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,40.0,78.0
823,Tusveld Martijn,Team Sunweb,2020,27,1708,Tusveld Martijn-2020,,103.0,,20.0,2.8095238095238093,151.0952380952381,2630.904761904762,,80.0
824,Haga Chad,Team Sunweb,2020,32,1708,Haga Chad-2020,18.0,53.0,,333.0,2.8095238095238093,151.0952380952381,2630.904761904762,90.0,96.0
825,Denz Nico,Team Sunweb,2020,26,1708,Denz Nico-2020,51.0,46.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,48.0,110.0
826,Matthews Michael,Team Sunweb,2020,30,1708,Matthews Michael-2020,581.0,30.0,492.2,110.0,2.8095238095238093,151.0952380952381,2630.904761904762,,242.0
827,Hamilton Lucas,Mitchelton-Scott,2020,24,1737,Hamilton Lucas-2020,24.0,303.0,42.0,12.0,2.8095238095238093,151.0952380952381,2630.904761904762,64.0,88.0
828,Haig Jack,Mitchelton-Scott,2020,27,1737,Haig Jack-2020,323.0,281.0,111.0,58.0,2.8095238095238093,151.0952380952381,2630.904761904762,,8.0
829,Yates Simon,Mitchelton-Scott,2020,28,1737,Yates Simon-2020,,255.0,37.0,302.0,2.8095238095238093,151.0952380952381,2630.904761904762,313.0,14.0
830,Howson Damien,Mitchelton-Scott,2020,28,1737,Howson Damien-2020,12.0,148.0,52.0,21.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
831,Affini Edoardo,Mitchelton-Scott,2020,24,1737,Affini Edoardo-2020,40.0,100.0,55.0,273.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
832,Hepburn Michael,Mitchelton-Scott,2020,29,1737,Hepburn Michael-2020,57.0,35.0,,76.0,2.8095238095238093,151.0952380952381,2630.904761904762,,14.0
833,Meyer Cameron,Mitchelton-Scott,2020,32,1737,Meyer Cameron-2020,10.0,18.0,,57.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
834,Bookwalter Brent,Mitchelton-Scott,2020,36,1737,Bookwalter Brent-2020,30.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,12.0,0.0
835,Clarke Simon,EF Pro Cycling,2020,34,736,Clarke Simon-2020,310.0,301.0,154.4,,2.8095238095238093,151.0952380952381,2630.904761904762,,172.0
836,Guerreiro Ruben,EF Pro Cycling,2020,26,736,Guerreiro Ruben-2020,47.0,251.0,38.4,,2.8095238095238093,151.0952380952381,2630.904761904762,,342.0
837,Kangert Tanel,EF Pro Cycling,2020,33,736,Kangert Tanel-2020,30.0,220.0,,288.0,2.8095238095238093,151.0952380952381,2630.904761904762,134.0,134.0
838,Craddock Lawson,EF Pro Cycling,2020,28,736,Craddock Lawson-2020,15.0,91.0,,446.0,2.8095238095238093,151.0952380952381,2630.904761904762,,106.0
839,Caicedo Jonathan Klever,EF Pro Cycling,2020,27,736,Caicedo Jonathan Klever-2020,28.0,61.0,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,6.0,187.0
840,Morton Lachlan,EF Pro Cycling,2020,28,736,Morton Lachlan-2020,,31.0,,12.0,2.8095238095238093,151.0952380952381,2630.904761904762,,96.0
841,Bennett Sean,EF Pro Cycling,2020,24,736,Bennett Sean-2020,,28.0,32.6,,2.8095238095238093,151.0952380952381,2630.904761904762,86.0,96.0
842,Whelan James,EF Pro Cycling,2020,24,736,Whelan James-2020,16.0,13.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,80.0
843,Bilbao Pello,Bahrain - McLaren,2020,30,717,Bilbao Pello-2020,26.0,237.0,48.8,313.0,2.8095238095238093,151.0952380952381,2630.904761904762,282.0,378.0
844,Pernsteiner Hermann,Bahrain - McLaren,2020,30,717,Pernsteiner Hermann-2020,15.0,229.0,,16.0,2.8095238095238093,151.0952380952381,2630.904761904762,,164.0
845,Padun Mark,Bahrain - McLaren,2020,24,717,Padun Mark-2020,17.0,125.0,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,54.0
846,Battaglin Enrico,Bahrain - McLaren,2020,30,717,Battaglin Enrico-2020,39.0,55.0,72.2,,2.8095238095238093,151.0952380952381,2630.904761904762,40.0,122.0
847,Novak Domen,Bahrain - McLaren,2020,25,717,Novak Domen-2020,15.0,50.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,28.0
848,Tratnik Jan,Bahrain - McLaren,2020,30,717,Tratnik Jan-2020,16.0,48.0,26.0,245.0,2.8095238095238093,151.0952380952381,2630.904761904762,,128.0
849,Arashiro Yukiya,Bahrain - McLaren,2020,36,717,Arashiro Yukiya-2020,29.0,25.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0
850,Capecchi Eros,Bahrain - McLaren,2020,34,717,Capecchi Eros-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,36.0,12.0
852,Valter Attila,CCC Team,2020,22,1016,Valter Attila-2020,32.0,195.0,132.0,59.0,2.8095238095238093,151.0952380952381,2630.904761904762,,40.0
853,Rosskopf Joey,CCC Team,2020,31,1016,Rosskopf Joey-2020,30.0,68.0,,100.0,2.8095238095238093,151.0952380952381,2630.904761904762,,100.0
854,Gradek Kamil,CCC Team,2020,30,1016,Gradek Kamil-2020,14.0,64.0,,79.0,2.8095238095238093,151.0952380952381,2630.904761904762,0.0,50.0
855,Małecki Kamil,CCC Team,2020,24,1016,Małecki Kamil-2020,32.0,52.0,177.0,77.0,2.8095238095238093,151.0952380952381,2630.904761904762,,46.0
856,Kochetkov Pavel,CCC Team,2020,34,1016,Kochetkov Pavel-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0
857,Černý Josef,CCC Team,2020,27,1016,Černý Josef-2020,39.0,23.0,,162.0,2.8095238095238093,151.0952380952381,2630.904761904762,90.0,204.0
858,Zakarin Ilnur,CCC Team,2020,31,1016,Zakarin Ilnur-2020,28.0,,,84.0,2.8095238095238093,151.0952380952381,2630.904761904762,157.0,68.0
859,Gallopin Tony,AG2R La Mondiale,2020,32,735,Gallopin Tony-2020,75.0,189.0,63.0,63.0,2.8095238095238093,151.0952380952381,2630.904761904762,88.0,0.0
860,Vendrame Andrea,AG2R La Mondiale,2020,26,735,Vendrame Andrea-2020,398.0,113.0,218.5,,2.8095238095238093,151.0952380952381,2630.904761904762,98.0,199.0
862,Bidard François,AG2R La Mondiale,2020,28,735,Bidard François-2020,37.0,80.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,75.0,24.0
863,Warbasse Larry,AG2R La Mondiale,2020,30,735,Warbasse Larry-2020,68.0,66.0,,20.0,2.8095238095238093,151.0952380952381,2630.904761904762,28.0,62.0
864,Bouchard Geoffrey,AG2R La Mondiale,2020,28,735,Bouchard Geoffrey-2020,,46.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,28.0
865,Gastauer Ben,AG2R La Mondiale,2020,32,735,Gastauer Ben-2020,,,,16.0,2.8095238095238093,151.0952380952381,2630.904761904762,28.0,0.0
866,Hänninen Jaakko,AG2R La Mondiale,2020,23,735,Hänninen Jaakko-2020,37.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
867,Edet Nicolas,Cofidis,2020,32,847,Edet Nicolas-2020,37.0,188.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,18.0
868,Le Turnier Mathias,Cofidis,2020,25,847,Le Turnier Mathias-2020,,51.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
869,Rossetto Stéphane,Cofidis,2020,33,847,Rossetto Stéphane-2020,14.0,49.0,,45.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
870,Viviani Elia,Cofidis,2020,31,847,Viviani Elia-2020,901.0,43.0,1478.0,23.0,2.8095238095238093,151.0952380952381,2630.904761904762,178.0,94.0
871,Consonni Simone,Cofidis,2020,26,847,Consonni Simone-2020,189.0,33.0,407.3,17.0,2.8095238095238093,151.0952380952381,2630.904761904762,172.0,38.0
872,Haas Nathan,Cofidis,2020,31,847,Haas Nathan-2020,63.0,,28.0,40.0,2.8095238095238093,151.0952380952381,2630.904761904762,,20.0
873,Mathis Marco,Cofidis,2020,26,847,Mathis Marco-2020,29.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,14.0
874,Hansen Jesper,Cofidis,2020,29,847,Hansen Jesper-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,22.0
875,Brändle Matthias,Israel Start-Up Nation,2020,30,583,Brändle Matthias-2020,,163.0,,418.0,2.8095238095238093,151.0952380952381,2630.904761904762,,73.0
876,Cimolai Davide,Israel Start-Up Nation,2020,31,583,Cimolai Davide-2020,183.0,120.0,517.2,,2.8095238095238093,151.0952380952381,2630.904761904762,217.0,73.0
877,Barbier Rudy,Israel Start-Up Nation,2020,27,583,Barbier Rudy-2020,153.0,50.0,274.0,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,59.0
878,Dowsett Alex,Israel Start-Up Nation,2020,32,583,Dowsett Alex-2020,10.0,49.0,,350.0,2.8095238095238093,151.0952380952381,2630.904761904762,,95.0
879,Navarro Daniel,Israel Start-Up Nation,2020,37,583,Navarro Daniel-2020,,42.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,10.0,13.0
880,Zabel Rick,Israel Start-Up Nation,2020,26,583,Zabel Rick-2020,43.0,,83.6,,2.8095238095238093,151.0952380952381,2630.904761904762,,64.0
881,Cataford Alexander,Israel Start-Up Nation,2020,27,583,Cataford Alexander-2020,23.0,,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,13.0
882,Sagiv Guy,Israel Start-Up Nation,2020,25,583,Sagiv Guy-2020,33.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,13.0
883,Villella Davide,Movistar Team,2020,29,365,Villella Davide-2020,127.0,152.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,102.0,28.0
884,Sepúlveda Eduardo,Movistar Team,2020,29,365,Sepúlveda Eduardo-2020,,137.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
885,Pedrero Antonio,Movistar Team,2020,28,365,Pedrero Antonio-2020,29.0,130.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,158.0,52.0
886,Cataldo Dario,Movistar Team,2020,35,365,Cataldo Dario-2020,19.0,100.0,,19.0,2.8095238095238093,151.0952380952381,2630.904761904762,152.0,0.0
887,Carretero Héctor,Movistar Team,2020,25,365,Carretero Héctor-2020,,67.0,,16.0,2.8095238095238093,151.0952380952381,2630.904761904762,108.0,0.0
888,Samitier Sergio,Movistar Team,2020,25,365,Samitier Sergio-2020,10.0,62.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,125.0
889,Rubio Einer Augusto,Movistar Team,2020,22,365,Rubio Einer Augusto-2020,,,47.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,32.0
890,Torres Albert,Movistar Team,2020,30,365,Torres Albert-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,28.0
891,Restrepo Jhonatan,Androni Giocattoli - Sidermec,2020,25,346,Restrepo Jhonatan-2020,,116.0,38.4,,2.8095238095238093,151.0952380952381,2630.904761904762,,20.0
892,Bisolti Alessandro,Androni Giocattoli - Sidermec,2020,35,346,Bisolti Alessandro-2020,,94.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,2.0
893,Bais Mattia,Androni Giocattoli - Sidermec,2020,23,346,Bais Mattia-2020,,60.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,1.0
894,Pellaud Simon,Androni Giocattoli - Sidermec,2020,27,346,Pellaud Simon-2020,60.0,54.0,92.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,66.0
895,Ravanelli Simone,Androni Giocattoli - Sidermec,2020,25,346,Ravanelli Simone-2020,87.0,,77.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,30.0
896,Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,2020,22,346,Cepeda Jefferson Alexander-2020,,,36.0,20.0,2.8095238095238093,151.0952380952381,2630.904761904762,,6.0
897,Rumac Josip,Androni Giocattoli - Sidermec,2020,25,346,Rumac Josip-2020,23.0,,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
898,Chirico Luca,Androni Giocattoli - Sidermec,2020,28,346,Chirico Luca-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
900,Rota Lorenzo,Vini Zabù - KTM,2020,25,581,Rota Lorenzo-2020,62.0,63.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,30.0,24.0
901,Zardini Edoardo,Vini Zabù - KTM,2020,30,581,Zardini Edoardo-2020,,63.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,14.0
902,Wackermann Luca,Vini Zabù - KTM,2020,28,581,Wackermann Luca-2020,,50.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,38.0
903,Frapporti Marco,Vini Zabù - KTM,2020,35,581,Frapporti Marco-2020,,23.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,23.0,6.0
904,Bevilacqua Simone,Vini Zabù - KTM,2020,23,581,Bevilacqua Simone-2020,,,78.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,6.0
905,Visconti Giovanni,Vini Zabù - KTM,2020,37,581,Visconti Giovanni-2020,381.0,,51.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,99.0
906,Spreafico Matteo,Vini Zabù - KTM,2020,27,581,Spreafico Matteo-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,6.0
907,Démare Arnaud,Groupama - FDJ,2020,29,941,Démare Arnaud-2020,247.0,100.0,718.6,62.0,2.8095238095238093,151.0952380952381,2630.904761904762,524.0,574.0
908,Scotson Miles,Groupama - FDJ,2020,26,941,Scotson Miles-2020,13.0,69.0,,80.0,2.8095238095238093,151.0952380952381,2630.904761904762,52.0,210.0
909,Guarnieri Jacopo,Groupama - FDJ,2020,33,941,Guarnieri Jacopo-2020,,25.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,80.0,178.0
910,Sinkeldam Ramon,Groupama - FDJ,2020,31,941,Sinkeldam Ramon-2020,24.0,25.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,60.0,154.0
911,Thomas Benjamin,Groupama - FDJ,2020,25,941,Thomas Benjamin-2020,24.0,20.0,,168.0,2.8095238095238093,151.0952380952381,2630.904761904762,,154.0
912,Guglielmi Simon,Groupama - FDJ,2020,23,941,Guglielmi Simon-2020,,,56.2,,2.8095238095238093,151.0952380952381,2630.904761904762,,154.0
913,Frankiny Kilian,Groupama - FDJ,2020,26,941,Frankiny Kilian-2020,54.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,222.0
914,Konovalovas Ignatas,Groupama - FDJ,2020,34,941,Konovalovas Ignatas-2020,16.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,52.0,154.0
915,Carboni Giovanni,Bardiani-CSF-Faizanè,2020,25,177,Carboni Giovanni-2020,34.0,48.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,146.0,24.0
916,Fiorelli Filippo,Bardiani-CSF-Faizanè,2020,25,177,Fiorelli Filippo-2020,,36.0,27.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,74.0
917,Covili Luca,Bardiani-CSF-Faizanè,2020,23,177,Covili Luca-2020,,26.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,32.0,0.0
918,Lonardi Giovanni,Bardiani-CSF-Faizanè,2020,23,177,Lonardi Giovanni-2020,17.0,21.0,273.0,,2.8095238095238093,151.0952380952381,2630.904761904762,90.0,48.0
919,Mazzucco Fabio,Bardiani-CSF-Faizanè,2020,21,177,Mazzucco Fabio-2020,,12.0,105.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
920,Zana Filippo,Bardiani-CSF-Faizanè,2020,21,177,Zana Filippo-2020,17.0,,88.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
921,Romano Francesco,Bardiani-CSF-Faizanè,2020,23,177,Romano Francesco-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0
922,Tonelli Alessandro,Bardiani-CSF-Faizanè,2020,28,177,Tonelli Alessandro-2020,,,,,2.8095238095238093,151.0952380952381,2630.904761904762,,22.0
924,Almeida João,Deceuninck - Quick Step,2021,22,3038,Almeida João-2021,88.0,430.0,129.0,344.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,1163.0
925,Masnada Fausto,Deceuninck - Quick Step,2021,27,3038,Masnada Fausto-2021,29.0,325.0,20.0,5.0,2.8095238095238093,153.8095238095238,2261.7619047619046,291.0,360.0
926,Knox James,Deceuninck - Quick Step,2021,25,3038,Knox James-2021,,251.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,3.0,298.0
928,Serry Pieter,Deceuninck - Quick Step,2021,32,3038,Serry Pieter-2021,28.0,33.0,,23.0,2.8095238095238093,153.8095238095238,2261.7619047619046,62.0,226.0
929,Keisse Iljo,Deceuninck - Quick Step,2021,38,3038,Keisse Iljo-2021,18.0,30.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,242.0
930,Honoré Mikkel Frølich,Deceuninck - Quick Step,2021,24,3038,Honoré Mikkel Frølich-2021,61.0,20.0,55.8,12.0,2.8095238095238093,153.8095238095238,2261.7619047619046,0.0,328.0
931,Ulissi Diego,UAE Team Emirates,2021,31,1562,Ulissi Diego-2021,247.0,566.0,181.1,19.0,2.8095238095238093,153.8095238095238,2261.7619047619046,144.0,192.0
933,Dombrowski Joe,UAE Team Emirates,2021,29,1562,Dombrowski Joe-2021,,20.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,90.0,32.0
934,Conti Valerio,UAE Team Emirates,2021,28,1562,Conti Valerio-2021,92.0,20.0,86.0,14.0,2.8095238095238093,153.8095238095238,2261.7619047619046,252.0,52.0
935,Molano Juan Sebastián,UAE Team Emirates,2021,26,1562,Molano Juan Sebastián-2021,,10.0,201.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,80.0,68.0
936,Gaviria Fernando,UAE Team Emirates,2021,26,1562,Gaviria Fernando-2021,115.0,8.0,522.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,234.0,106.0
937,Richeze Maximiliano,UAE Team Emirates,2021,38,1562,Richeze Maximiliano-2021,5.0,8.0,11.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,32.0
939,Yates Simon,Team BikeExchange,2021,28,1263,Yates Simon-2021,40.0,528.0,,38.0,2.8095238095238093,153.8095238095238,2261.7619047619046,313.0,14.0
941,Kangert Tanel,Team BikeExchange,2021,34,1263,Kangert Tanel-2021,111.0,165.0,11.0,146.0,2.8095238095238093,153.8095238095238,2261.7619047619046,134.0,134.0
945,Hepburn Michael,Team BikeExchange,2021,29,1263,Hepburn Michael-2021,,13.0,,55.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,14.0
946,Meyer Cameron,Team BikeExchange,2021,33,1263,Meyer Cameron-2021,23.0,10.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,0.0
948,Bilbao Pello,Bahrain - Victorious,2021,31,3186,Bilbao Pello-2021,54.0,417.0,109.1,228.0,2.8095238095238093,153.8095238095238,2261.7619047619046,282.0,378.0
951,Tratnik Jan,Bahrain - Victorious,2021,31,3186,Tratnik Jan-2021,,37.0,,266.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,128.0
953,Arashiro Yukiya,Bahrain - Victorious,2021,36,3186,Arashiro Yukiya-2021,17.0,29.0,8.2,,2.8095238095238093,153.8095238095238,2261.7619047619046,,10.0
955,Hindley Jai,Team DSM,2021,25,1652,Hindley Jai-2021,8.0,516.0,18.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,16.0,610.0
957,Denz Nico,Team DSM,2021,27,1652,Denz Nico-2021,20.0,95.0,74.0,64.0,2.8095238095238093,153.8095238095238,2261.7619047619046,48.0,110.0
958,Hamilton Chris,Team DSM,2021,25,1652,Hamilton Chris-2021,5.0,67.0,,12.0,2.8095238095238093,153.8095238095238,2261.7619047619046,34.0,52.0
963,Vlasov Aleksandr,Astana - Premier Tech,2021,25,2166,Vlasov Aleksandr-2021,400.0,420.0,78.5,9.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,0.0
965,Felline Fabio,Astana - Premier Tech,2021,31,2166,Felline Fabio-2021,78.0,68.0,151.5,10.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,48.0
969,Sobrero Matteo,Astana - Premier Tech,2021,23,2166,Sobrero Matteo-2021,4.0,20.0,,158.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,79.0
974,Narváez Jhonatan,INEOS Grenadiers,2021,24,2917,Narváez Jhonatan-2021,22.0,150.0,66.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,18.0,238.0
975,Ganna Filippo,INEOS Grenadiers,2021,24,2917,Ganna Filippo-2021,6.0,135.0,,900.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,521.0
