rider,finished,year,race
Guarnieri Jacopo,0.14285714285714285,2021,vuelta-a-espana
Roglič Primož,0.14285714285714285,2021,vuelta-a-espana
Rodríguez Óscar,0.14285714285714285,2021,vuelta-a-espana
Herrada Jesús,0.07142857142857142,2021,vuelta-a-espana
Van Hooydonck Nathan,0.07142857142857142,2021,vuelta-a-espana
Petilli Simone,0.0,2021,vuelta-a-espana
Piccoli James,0.07142857142857142,2021,vuelta-a-espana
Vlasov Aleksandr,0.07142857142857142,2021,vuelta-a-espana
Laas Martin,0.07142857142857142,2021,vuelta-a-espana
Amezqueta Julen,0.07142857142857142,2021,vuelta-a-espana
López Juan Pedro,0.07142857142857142,2021,vuelta-a-espana
Jakobsen Fabio,0.07142857142857142,2021,vuelta-a-espana
Oliveira Rui,0.07142857142857142,2021,vuelta-a-espana
Oomen Sam,0.0,2021,vuelta-a-espana
Champoussin Clément,0.07142857142857142,2021,vuelta-a-espana
Cimolai Davide,0.07142857142857142,2021,vuelta-a-espana
Venturini Clément,0.07142857142857142,2021,vuelta-a-espana
Thwaites Scott,0.07142857142857142,2021,vuelta-a-espana
Stannard Robert,0.07142857142857142,2021,vuelta-a-espana
Mäder Gino,0.07142857142857142,2021,vuelta-a-espana
Denz Nico,0.0,2021,vuelta-a-espana
Kirsch Alex,0.07142857142857142,2021,vuelta-a-espana
Martin Guillaume,0.07142857142857142,2021,vuelta-a-espana
Morin Emmanuel,0.07142857142857142,2021,vuelta-a-espana
Sénéchal Florian,0.0,2021,vuelta-a-espana
Sivakov Pavel,0.0,2021,vuelta-a-espana
Calmejane Lilian,0.07142857142857142,2021,vuelta-a-espana
Vanmarcke Sep,0.07142857142857142,2021,vuelta-a-espana
Touzé Damien,0.07142857142857142,2021,vuelta-a-espana
Vanhoucke Harm,0.07142857142857142,2021,vuelta-a-espana
Philipsen Jasper,0.07142857142857142,2021,vuelta-a-espana
Arensman Thymen,0.07142857142857142,2021,vuelta-a-espana
Cepeda Jefferson Alveiro,0.07142857142857142,2021,vuelta-a-espana
Knox James,0.07142857142857142,2021,vuelta-a-espana
Bouchard Geoffrey,0.07142857142857142,2021,vuelta-a-espana
Dewulf Stan,0.07142857142857142,2021,vuelta-a-espana
Cras Steff,0.07142857142857142,2021,vuelta-a-espana
Modolo Sacha,0.07142857142857142,2021,vuelta-a-espana
Bardet Romain,0.07142857142857142,2021,vuelta-a-espana
Hamilton Chris,0.07142857142857142,2021,vuelta-a-espana
Nibali Antonio,0.07142857142857142,2021,vuelta-a-espana
Gibbons Ryan,0.07142857142857142,2021,vuelta-a-espana
Bagioli Andrea,0.0,2021,vuelta-a-espana
Polanc Jan,0.07142857142857142,2021,vuelta-a-espana
Scully Tom,0.07142857142857142,2021,vuelta-a-espana
