,rider,team,year,age,race,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target,strength,finished
1468,Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,2020,,,346.0,Cepeda Jefferson Alexander-2020,,,36.0,20.0,2.8095238095238093,151.0952380952381,2630.904761904762,,6.0,53.0,
1469,Rumac Josip,Androni Giocattoli - Sidermec,2020,,,346.0,Rumac Josip-2020,23.0,,,30.0,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,53.0,
1473,Wackermann Luca,Vini Zabù - KTM,2020,,,581.0,Wackermann Luca-2020,,50.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,38.0,74.0,
1475,Bevilacqua Simone,Vini Zabù - KTM,2020,,,581.0,Bevilacqua Simone-2020,,,78.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,6.0,74.0,
1481,Thomas Benjamin,Groupama - FDJ,2020,,,941.0,Thomas Benjamin-2020,24.0,20.0,,168.0,2.8095238095238093,151.0952380952381,2630.904761904762,,154.0,34.0,
1482,Guglielmi Simon,Groupama - FDJ,2020,,,941.0,Guglielmi Simon-2020,,,56.2,,2.8095238095238093,151.0952380952381,2630.904761904762,,154.0,34.0,
1494,Fiorelli Filippo,Bardiani-CSF-Faizanè,2020,,,177.0,Fiorelli Filippo-2020,,36.0,27.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,74.0,64.0,
1497,Mazzucco Fabio,Bardiani-CSF-Faizanè,2020,,,177.0,Mazzucco Fabio-2020,,12.0,105.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,64.0,
1498,Zana Filippo,Bardiani-CSF-Faizanè,2020,,,177.0,Zana Filippo-2020,17.0,,88.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,64.0,
1508,Ballerini Davide,Deceuninck - Quick Step,2021,26.0,tour-de-france,3038.0,Ballerini Davide-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,345.0,43.0,
1523,Bjerg Mikkel,UAE Team Emirates,2021,22.0,tour-de-france,1562.0,Bjerg Mikkel-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,180.0,42.0,
1527,Majka Rafał,UAE Team Emirates,2021,31.0,tour-de-france,1562.0,Majka Rafał-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,386.0,257.0,42.0,
1538,Hamilton Lucas,Team BikeExchange,2021,25.0,tour-de-france,1263.0,Hamilton Lucas-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,64.0,88.0,40.0,
1541,Matthews Michael,Team BikeExchange,2021,30.0,tour-de-france,1263.0,Matthews Michael-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,242.0,40.0,
1552,Haig Jack,Bahrain - Victorious,2021,27.0,tour-de-france,3186.0,Haig Jack-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,8.0,77.0,
1588,Fuglsang Jakob,Astana - Premier Tech,2021,36.0,tour-de-france,2166.0,Fuglsang Jakob-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,252.0,57.0,
1597,Geoghegan Hart Tao,INEOS Grenadiers,2021,26.0,tour-de-france,2917.0,Geoghegan Hart Tao-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,64.0,809.0,45.0,
1602,Thomas Geraint,INEOS Grenadiers,2021,35.0,tour-de-france,2917.0,Thomas Geraint-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,228.0,45.0,
1614,Bernard Julien,Trek - Segafredo,2021,29.0,tour-de-france,2367.0,Bernard Julien-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,0.0,70.0,
1646,Kruijswijk Steven,Team Jumbo-Visma,2021,34.0,tour-de-france,1045.0,Kruijswijk Steven-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,44.0,32.0,
1648,Martin Tony,Team Jumbo-Visma,2021,36.0,tour-de-france,1045.0,Martin Tony-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,0.0,32.0,
1660,Konrad Patrick,BORA - hansgrohe,2021,29.0,tour-de-france,2007.0,Konrad Patrick-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,309.0,45.0,
1661,Kelderman Wilco,BORA - hansgrohe,2021,30.0,tour-de-france,2007.0,Kelderman Wilco-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,599.0,45.0,
1672,López Miguel Ángel,Movistar Team,2021,27.0,tour-de-france,1241.0,López Miguel Ángel-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,544.0,0.0,47.0,
1697,Scotson Miles,Groupama - FDJ,2021,27.0,tour-de-france,1035.0,Scotson Miles-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,52.0,210.0,38.0,
1699,Démare Arnaud,Groupama - FDJ,2021,29.0,tour-de-france,1035.0,Démare Arnaud-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,524.0,574.0,38.0,
1700,Guarnieri Jacopo,Groupama - FDJ,2021,33.0,tour-de-france,1035.0,Guarnieri Jacopo-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,80.0,178.0,38.0,
1701,Konovalovas Ignatas,Groupama - FDJ,2021,35.0,tour-de-france,1035.0,Konovalovas Ignatas-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,52.0,154.0,38.0,
1773,Rota Lorenzo,Intermarché - Wanty - Gobert Matériaux,2021,26.0,tour-de-france,620.0,Rota Lorenzo-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,30.0,24.0,42.0,
1777,Meintjes Louis,Intermarché - Wanty - Gobert Matériaux,2021,29.0,tour-de-france,620.0,Meintjes Louis-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,16.0,42.0,
1802,Zabel Rick,Israel Start-Up Nation,2021,27.0,tour-de-france,1405.0,Zabel Rick-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,64.0,47.0,
1811,Edet Nicolas,"Cofidis, Solutions Crédits",2016,28.0,tour-de-france,,Edet Nicolas-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,,18.0,,
1814,Navarro Daniel,"Cofidis, Solutions Crédits",2016,32.0,tour-de-france,,Navarro Daniel-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,10.0,13.0,,
1818,Konrad Patrick,Bora - Argon 18,2016,24.0,tour-de-france,,Konrad Patrick-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,,309.0,,
1821,Benedetti Cesare,Bora - Argon 18,2016,28.0,tour-de-france,,Benedetti Cesare-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,170.0,31.0,,
1828,Matthews Michael,ORICA-BikeExchange,2016,25.0,tour-de-france,,Matthews Michael-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,,242.0,,
1835,Craddock Lawson,Cannondale-Drapac Pro Cycling Team,2016,24.0,tour-de-france,,Craddock Lawson-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,,106.0,,
1852,Sepúlveda Eduardo,Fortuneo - Vital Concept,2016,25.0,tour-de-france,,Sepúlveda Eduardo-2016,,,,,2.857142857142857,137.0952380952381,2244.285714285714,,0.0,,
1862,Sepúlveda Eduardo,Fortuneo - Oscaro,2017,26.0,tour-de-france,,Sepúlveda Eduardo-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,0.0,,
1881,Edet Nicolas,"Cofidis, Solutions Crédits",2017,29.0,tour-de-france,,Edet Nicolas-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,,18.0,,
1885,Navarro Daniel,"Cofidis, Solutions Crédits",2017,33.0,tour-de-france,,Navarro Daniel-2017,,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,10.0,13.0,,
1916,Edet Nicolas,"Cofidis, Solutions Crédits",2018,30.0,tour-de-france,,Edet Nicolas-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,18.0,,
1919,Navarro Daniel,"Cofidis, Solutions Crédits",2018,34.0,tour-de-france,,Navarro Daniel-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,10.0,13.0,,
1923,De Gendt Thomas,Lotto Soudal,2018,31.0,tour-de-france,,De Gendt Thomas-2018,,,,,3.142857142857143,135.47619047619048,2437.4761904761904,112.0,151.0,,
1964,Edet Nicolas,"Cofidis, Solutions Crédits",2019,31.0,tour-de-france,,Edet Nicolas-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,18.0,,
1965,Rossetto Stéphane,"Cofidis, Solutions Crédits",2019,32.0,tour-de-france,,Rossetto Stéphane-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,,
2000,Bennett Sean,Team Qhubeka NextHash,2021,25.0,tour-de-france,,Bennett Sean-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,86.0,96.0,,
2005,Clarke Simon,Team Qhubeka NextHash,2021,34.0,tour-de-france,,Clarke Simon-2021,,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,172.0,,
1677,Pozzovivo Domenico,Team Qhubeka ASSOS,2021,,,1654.0,Pozzovivo Domenico-2021,,193.0,,22.0,2.8095238095238093,153.8095238095238,2261.7619047619046,232.0,42.0,75.0,0.7142857142857143
1283,Pozzovivo Domenico,NTT Pro Cycling,2020,37.0,tour-de-france,466.0,Pozzovivo Domenico-2020,,394.0,,18.0,2.8095238095238093,151.0952380952381,2630.904761904762,232.0,42.0,36.0,0.6923076923076923
978,Pozzovivo Domenico,Bahrain Merida,2019,,,2657.0,Pozzovivo Domenico-2019,368.0,540.0,57.5,50.0,2.9523809523809526,138.1904761904762,2478.0476190476193,232.0,42.0,45.0,0.6666666666666666
1604,Nibali Vincenzo,Trek - Segafredo,2021,36.0,tour-de-france,2367.0,Nibali Vincenzo-2021,306.0,376.0,33.0,14.0,2.8095238095238093,153.8095238095238,2261.7619047619046,274.0,32.0,70.0,0.6428571428571429
1665,Cataldo Dario,Movistar Team,2021,,,1241.0,Cataldo Dario-2021,33.0,48.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,0.0,48.0,47.0,0.6428571428571429
671,Pozzovivo Domenico,Bahrain Merida Pro Cycling Team,2018,35.0,tour-de-france,3094.0,Pozzovivo Domenico-2018,159.0,640.0,50.7,50.0,3.142857142857143,135.47619047619048,2437.4761904761904,232.0,42.0,51.0,0.6363636363636364
678,Visconti Giovanni,Bahrain Merida Pro Cycling Team,2018,,,3094.0,Visconti Giovanni-2018,205.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,99.0,32.0,51.0,0.6363636363636364
317,Visconti Giovanni,Bahrain Merida Pro Cycling Team,2017,,,2364.0,Visconti Giovanni-2017,385.0,,104.8,68.0,2.9523809523809526,134.28571428571428,2570.6190476190477,99.0,32.0,53.0,0.6363636363636364
1267,Nibali Vincenzo,Trek - Segafredo,2020,,,1339.0,Nibali Vincenzo-2020,189.0,464.0,,290.0,2.8095238095238093,151.0952380952381,2630.904761904762,274.0,32.0,38.0,0.6153846153846154
1476,Visconti Giovanni,Vini Zabù - KTM,2020,,,581.0,Visconti Giovanni-2020,381.0,,51.0,,2.8095238095238093,151.0952380952381,2630.904761904762,99.0,32.0,74.0,0.6153846153846154
1452,Cataldo Dario,Movistar Team,2020,35.0,tour-de-france,365.0,Cataldo Dario-2020,19.0,100.0,,19.0,2.8095238095238093,151.0952380952381,2630.904761904762,0.0,48.0,38.0,0.6153846153846154
980,Nibali Vincenzo,Bahrain Merida,2019,34.0,tour-de-france,2657.0,Nibali Vincenzo-2019,563.0,124.0,49.4,26.0,2.9523809523809526,138.1904761904762,2478.0476190476193,274.0,32.0,45.0,0.5833333333333334
940,Cataldo Dario,Astana Pro Team,2019,,,4562.0,Cataldo Dario-2019,58.0,88.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,48.0,53.0,0.5833333333333334
1791,Visconti Giovanni,Bardiani-CSF-Faizanè,2021,,,644.0,Visconti Giovanni-2021,90.0,,41.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,99.0,32.0,89.0,0.5714285714285714
314,Nibali Vincenzo,Bahrain Merida Pro Cycling Team,2017,,,2364.0,Nibali Vincenzo-2017,28.0,803.0,44.8,112.0,2.9523809523809526,134.28571428571428,2570.6190476190477,274.0,32.0,53.0,0.5454545454545454
445,Cataldo Dario,Astana Pro Team,2017,32.0,tour-de-france,1765.0,Cataldo Dario-2017,23.0,112.0,,61.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,48.0,33.0,0.5454545454545454
456,Pozzovivo Domenico,AG2R La Mondiale,2017,,,1603.0,Pozzovivo Domenico-2017,54.0,387.0,31.0,,2.9523809523809526,134.28571428571428,2570.6190476190477,232.0,42.0,32.0,0.5454545454545454
1269,Brambilla Gianluca,Trek - Segafredo,2020,,,1339.0,Brambilla Gianluca-2020,77.0,100.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,46.0,38.0,38.0,0.5384615384615384
1515,Ulissi Diego,UAE Team Emirates,2021,,,1562.0,Ulissi Diego-2021,247.0,566.0,181.1,19.0,2.8095238095238093,153.8095238095238,2261.7619047619046,192.0,136.0,42.0,0.5
1057,Sabatini Fabio,Deceuninck - Quick Step,2019,,,4138.0,Sabatini Fabio-2019,20.0,,39.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,10.0,53.0,0.5
1757,Sabatini Fabio,Cofidis,2021,,,937.0,Sabatini Fabio-2021,8.0,,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,10.0,45.0,0.5
1039,Brambilla Gianluca,Trek - Segafredo,2019,,,2435.0,Brambilla Gianluca-2019,117.0,294.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,46.0,38.0,55.0,0.5
1788,Battaglin Enrico,Bardiani-CSF-Faizanè,2021,,,644.0,Battaglin Enrico-2021,67.0,23.0,87.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,122.0,40.0,89.0,0.5
1606,Brambilla Gianluca,Trek - Segafredo,2021,,,2367.0,Brambilla Gianluca-2021,54.0,87.0,14.7,,2.8095238095238093,153.8095238095238,2261.7619047619046,46.0,38.0,70.0,0.5
1596,Puccio Salvatore,INEOS Grenadiers,2021,,,2917.0,Puccio Salvatore-2021,5.0,28.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,214.0,265.0,45.0,0.5
1258,Puccio Salvatore,INEOS Grenadiers,2020,,,1676.0,Puccio Salvatore-2020,15.0,54.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,214.0,265.0,47.0,0.4615384615384615
1379,Battaglin Enrico,Bahrain - McLaren,2020,,,717.0,Battaglin Enrico-2020,39.0,55.0,72.2,,2.8095238095238093,151.0952380952381,2630.904761904762,122.0,40.0,36.0,0.4615384615384615
1236,Ulissi Diego,UAE Team Emirates,2020,,,1982.0,Ulissi Diego-2020,540.0,550.0,221.0,57.0,2.8095238095238093,151.0952380952381,2630.904761904762,192.0,136.0,53.0,0.4615384615384615
826,Sabatini Fabio,Quick-Step Floors,2018,,,3559.0,Sabatini Fabio-2018,15.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0,43.0,0.4545454545454545
778,Brambilla Gianluca,Trek - Segafredo,2018,,,1747.0,Brambilla Gianluca-2018,134.0,33.0,44.0,,3.142857142857143,135.47619047619048,2437.4761904761904,46.0,38.0,47.0,0.4545454545454545
378,Nizzolo Giacomo,Trek - Segafredo,2017,,,2941.0,Nizzolo Giacomo-2017,713.0,140.0,1074.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,,258.0,44.0,0.4545454545454545
1531,Nieve Mikel,Team BikeExchange,2021,,,1263.0,Nieve Mikel-2021,,268.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,22.0,40.0,0.4285714285714285
1532,Kangert Tanel,Team BikeExchange,2021,,,1263.0,Kangert Tanel-2021,111.0,165.0,11.0,146.0,2.8095238095238093,153.8095238095238,2261.7619047619046,134.0,10.0,40.0,0.4285714285714285
1006,Ulissi Diego,UAE Team Emirates,2019,,,3489.0,Ulissi Diego-2019,230.0,477.0,123.0,58.0,2.9523809523809526,138.1904761904762,2478.0476190476193,192.0,136.0,57.0,0.4166666666666667
1028,Puccio Salvatore,Team INEOS,2019,,,2042.0,Puccio Salvatore-2019,16.0,55.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,214.0,265.0,28.0,0.4166666666666667
1134,Nizzolo Giacomo,Team Dimension Data,2019,30.0,tour-de-france,1705.0,Nizzolo Giacomo-2019,210.0,23.0,676.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,258.0,57.0,0.4166666666666667
922,Nieve Mikel,Mitchelton-Scott,2019,,,3354.0,Nieve Mikel-2019,100.0,206.0,,16.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,22.0,53.0,0.4166666666666667
1106,Battaglin Enrico,Team Katusha Alpecin,2019,,,1799.0,Battaglin Enrico-2019,95.0,39.0,221.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,122.0,40.0,58.0,0.4166666666666667
1362,Kangert Tanel,EF Pro Cycling,2020,,,736.0,Kangert Tanel-2020,30.0,220.0,,288.0,2.8095238095238093,151.0952380952381,2630.904761904762,134.0,10.0,30.0,0.3846153846153846
624,Puccio Salvatore,Team Sky,2018,,,4577.0,Puccio Salvatore-2018,23.0,60.0,,13.0,3.142857142857143,135.47619047619048,2437.4761904761904,214.0,265.0,60.0,0.3636363636363636
709,Kangert Tanel,Astana Pro Team,2018,31.0,tour-de-france,3870.0,Kangert Tanel-2018,,,,15.0,3.142857142857143,135.47619047619048,2437.4761904761904,134.0,10.0,58.0,0.3636363636363636
636,Nieve Mikel,Mitchelton-Scott,2018,34.0,tour-de-france,3123.0,Nieve Mikel-2018,84.0,336.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,22.0,55.0,0.3636363636363636
442,Kangert Tanel,Astana Pro Team,2017,,,1765.0,Kangert Tanel-2017,176.0,418.0,,48.0,2.9523809523809526,134.28571428571428,2570.6190476190477,134.0,10.0,33.0,0.3636363636363636
730,Ulissi Diego,UAE Team Emirates,2018,,,3589.0,Ulissi Diego-2018,634.0,525.0,278.0,73.0,3.142857142857143,135.47619047619048,2437.4761904761904,192.0,136.0,60.0,0.3636363636363636
749,Battaglin Enrico,Team LottoNL-Jumbo,2018,,,2138.0,Battaglin Enrico-2018,122.0,39.0,159.2,,3.142857142857143,135.47619047619048,2437.4761904761904,122.0,40.0,45.0,0.3636363636363636
1667,Villella Davide,Movistar Team,2021,,,1241.0,Villella Davide-2021,47.0,32.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,28.0,0.0,47.0,0.3571428571428571
1517,Dombrowski Joe,UAE Team Emirates,2021,,,1562.0,Dombrowski Joe-2021,,20.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,32.0,96.0,42.0,0.3571428571428571
1685,Nizzolo Giacomo,Team Qhubeka ASSOS,2021,,,1654.0,Nizzolo Giacomo-2021,433.0,5.0,533.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,258.0,75.0,0.3571428571428571
1752,Viviani Elia,Cofidis,2021,,,937.0,Viviani Elia-2021,129.0,50.0,304.4,,2.8095238095238093,153.8095238095238,2261.7619047619046,94.0,275.0,45.0,0.3571428571428571
1516,Formolo Davide,UAE Team Emirates,2021,28.0,tour-de-france,1562.0,Formolo Davide-2021,178.0,69.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,88.0,42.0,0.3571428571428571
1505,Keisse Iljo,Deceuninck - Quick Step,2021,,,3038.0,Keisse Iljo-2021,18.0,30.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,242.0,22.0,43.0,0.3571428571428571
1504,Serry Pieter,Deceuninck - Quick Step,2021,,,3038.0,Serry Pieter-2021,28.0,33.0,,23.0,2.8095238095238093,153.8095238095238,2261.7619047619046,226.0,0.0,43.0,0.3571428571428571
1654,Benedetti Cesare,BORA - hansgrohe,2021,,,2007.0,Benedetti Cesare-2021,13.0,25.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,31.0,100.0,45.0,0.3571428571428571
1783,Gavazzi Francesco,EOLO-Kometa,2021,,,124.0,Gavazzi Francesco-2021,24.0,,9.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,100.0,66.0,0.3571428571428571
1575,Felline Fabio,Astana - Premier Tech,2021,,,2166.0,Felline Fabio-2021,78.0,68.0,151.5,10.0,2.8095238095238093,153.8095238095238,2261.7619047619046,48.0,30.0,57.0,0.3571428571428571
990,Formolo Davide,BORA - hansgrohe,2019,,,3674.0,Formolo Davide-2019,115.0,480.0,,20.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,88.0,42.0,0.3333333333333333
1081,Kangert Tanel,EF Education First,2019,32.0,tour-de-france,1626.0,Kangert Tanel-2019,27.0,237.0,,76.0,2.9523809523809526,138.1904761904762,2478.0476190476193,134.0,10.0,36.0,0.3333333333333333
1097,Gavazzi Francesco,Androni Giocattoli - Sidermec,2019,,,2502.0,Gavazzi Francesco-2019,266.0,48.0,229.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,100.0,92.0,0.3333333333333333
1052,Viviani Elia,Deceuninck - Quick Step,2019,30.0,tour-de-france,4138.0,Viviani Elia-2019,893.0,198.0,1666.4,,2.9523809523809526,138.1904761904762,2478.0476190476193,94.0,275.0,53.0,0.3333333333333333
1301,Serry Pieter,Deceuninck - Quick Step,2020,,,1415.0,Serry Pieter-2020,98.0,57.0,44.6,,2.8095238095238093,151.0952380952381,2630.904761904762,226.0,0.0,36.0,0.3076923076923077
1226,Benedetti Cesare,BORA - hansgrohe,2020,,,1479.0,Benedetti Cesare-2020,50.0,35.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,31.0,100.0,45.0,0.3076923076923077
1349,Hepburn Michael,Mitchelton-Scott,2020,,,1737.0,Hepburn Michael-2020,57.0,35.0,,76.0,2.8095238095238093,151.0952380952381,2630.904761904762,14.0,10.0,57.0,0.3076923076923077
1237,Dombrowski Joe,UAE Team Emirates,2020,,,1982.0,Dombrowski Joe-2020,,275.0,,38.0,2.8095238095238093,151.0952380952381,2630.904761904762,32.0,96.0,53.0,0.3076923076923077
1424,Viviani Elia,Cofidis,2020,31.0,tour-de-france,847.0,Viviani Elia-2020,901.0,43.0,1478.0,23.0,2.8095238095238093,151.0952380952381,2630.904761904762,94.0,275.0,49.0,0.3076923076923077
1196,Felline Fabio,Astana Pro Team,2020,,,2840.0,Felline Fabio-2020,,151.0,,80.0,2.8095238095238093,151.0952380952381,2630.904761904762,48.0,30.0,68.0,0.3076923076923077
1305,Keisse Iljo,Deceuninck - Quick Step,2020,,,1415.0,Keisse Iljo-2020,19.0,,,,2.8095238095238093,151.0952380952381,2630.904761904762,242.0,22.0,36.0,0.3076923076923077
1241,Richeze Maximiliano,UAE Team Emirates,2020,,,1982.0,Richeze Maximiliano-2020,95.0,61.0,276.0,,2.8095238095238093,151.0952380952381,2630.904761904762,32.0,24.0,53.0,0.3076923076923077
1449,Villella Davide,Movistar Team,2020,,,365.0,Villella Davide-2020,127.0,152.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,28.0,0.0,38.0,0.3076923076923077
1544,Landa Mikel,Bahrain - Victorious,2021,,,3186.0,Landa Mikel-2021,47.0,528.0,81.0,45.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,52.0,77.0,0.2857142857142857
1714,Bidard François,AG2R Citroën Team,2021,,,1038.0,Bidard François-2021,,23.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,24.0,106.0,38.0,0.2857142857142857
1797,De Marchi Alessandro,Israel Start-Up Nation,2021,,,1405.0,De Marchi Alessandro-2021,110.0,25.0,,47.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,98.0,47.0,0.2857142857142857
1518,Conti Valerio,UAE Team Emirates,2021,,,1562.0,Conti Valerio-2021,92.0,20.0,86.0,14.0,2.8095238095238093,153.8095238095238,2261.7619047619046,52.0,22.0,42.0,0.2857142857142857
1545,Bilbao Pello,Bahrain - Victorious,2021,31.0,tour-de-france,3186.0,Bilbao Pello-2021,54.0,417.0,109.1,228.0,2.8095238095238093,153.8095238095238,2261.7619047619046,378.0,86.0,77.0,0.2857142857142857
1546,Caruso Damiano,Bahrain - Victorious,2021,,,3186.0,Caruso Damiano-2021,160.0,206.0,87.5,122.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,519.0,77.0,0.2857142857142857
1536,Hepburn Michael,Team BikeExchange,2021,,,1263.0,Hepburn Michael-2021,,13.0,,55.0,2.8095238095238093,153.8095238095238,2261.7619047619046,14.0,10.0,40.0,0.2857142857142857
1726,De Gendt Thomas,Lotto Soudal,2021,34.0,tour-de-france,1522.0,De Gendt Thomas-2021,,70.0,,262.0,2.8095238095238093,153.8095238095238,2261.7619047619046,151.0,26.0,53.0,0.2857142857142857
